start_timestamp,class_weight,cat,weight_ema_4,anomaly,scores,seconds,sequence
2020-11-10 08:55:00,1.5,P,1.5,-1,-0.15657082108862252,81, News  Music Shopping Photos Entertainment Social Radio
2020-11-10 09:10:00,1.3333333333333333,P,1.4966996699669968,-1,-0.14770649297811433,12,Social News  Music Photos Travel Entertainment Radio
2020-11-10 09:25:00,1.1666666666666667,P,1.4901643629709505,-1,-0.14687429748727288,0,News Social Shopping Photos Entertainment Music Radio
2020-11-10 09:40:00,4.5,G,1.549765068654694,-1,-0.15350605549379137,150,Calendar Email Portal Writing Spreadsheet Music Portal Learning 
2020-11-10 09:55:00,1.5,P,1.5487796217506407,-1,-0.15657082108862252,71, News  Music Shopping Photos Entertainment Social Radio
2020-11-10 10:10:00,3.5,G,1.5874176490427072,-1,-0.16463895280651486,15,Email Calendar Writing Learning Spreadsheet Portal Presentation
2020-11-10 10:25:00,1.1666666666666667,P,1.5790859464213993,-1,-0.14639426002289913,8,News Social Shopping Photos Music Video Entertainment
2020-11-10 10:40:00,1.6666666666666667,N,1.5808202181094244,-1,-0.1559548595514596,32,Utilities Operations Message Business 
2020-11-10 10:55:00,1.1666666666666667,P,1.5726191576848152,-1,-0.14639426002289913,130,News Social Shopping Photos Music Video Entertainment
2020-11-10 11:10:00,1.5,P,1.5711811545623435,-1,-0.15657082108862252,9, News  Music Shopping Photos Entertainment Social Radio
2020-11-10 11:25:00,3.5,G,1.6093755871452675,-1,-0.16463895280651486,49,Email Calendar Writing Learning Spreadsheet Portal Presentation
2020-11-10 11:40:00,4.5,G,1.6666156745285297,-1,-0.15544742865303185,87,Calendar Email Portal Writing Spreadsheet Music Portal Learning 
2020-11-10 11:55:00,4.0,G,1.7128213047358856,-1,-0.138041242738836,141, Project Writing Learning Portal Meeting Calendar Email
2020-11-10 12:10:00,4.0,G,1.7581119719688383,-1,-0.138041242738836,124, Project Writing Learning Portal Meeting Calendar Email
2020-11-10 12:25:00,4.0,G,1.8025057943060891,-1,-0.1327465329735198,105, Project Writing Learning Portal Meeting Calendar Email
2020-11-10 12:40:00,3.5,G,1.8361195409534934,-1,-0.1474143012559067,29, Email Portal Calendar Utilities Presentation Learning
2020-11-10 12:55:00,3.5,G,1.8690676688554044,-1,-0.14405829807277126,85, Email Portal Calendar Utilities Presentation Learning
2020-11-10 13:10:00,1.3333333333333333,P,1.8584590681519972,-1,-0.11689021260798327,18, News Social Shopping Music Video Entertainment Radio
2020-11-10 13:25:00,1.1666666666666667,P,1.8447602087166441,-1,-0.11553449413100836,32,News Social Shopping Photos Music Video Entertainment
2020-11-10 13:40:00,1.1666666666666667,P,1.8313326138245654,-1,-0.11553449413100836,109,News Social Shopping Photos Music Video Entertainment
2020-11-10 13:55:00,1.1666666666666667,P,1.8181709119006464,-1,-0.1187550851965038,128,News Social Shopping Photos Music Video Entertainment
2020-11-10 14:10:00,1.0,N,1.801969507704594,-1,-0.14175031155607087,44,Utilities Browsers Email
2020-11-10 14:25:00,1.1666666666666667,P,1.7893892534266151,-1,-0.12477680116813294,45,News Social Shopping Photos Music Video Entertainment
2020-11-10 14:40:00,1.1666666666666667,P,1.777058113094735,-1,-0.12757396897795847,30,News Social Shopping Photos Music Video Entertainment
2020-11-10 14:55:00,1.3333333333333333,N,1.768271483792529,-1,-0.13319383715630861,114,Message Business Browsers 
2020-11-10 15:10:00,1.5,P,1.762959177182776,-1,-0.14642112820497566,132, News  Music Shopping Photos Entertainment Social Radio
2020-11-10 15:25:00,4.0,G,1.8072570152583647,-1,-0.1327465329735198,10, Project Writing Learning Portal Meeting Calendar Email
2020-11-10 15:40:00,1.3333333333333333,N,1.7978723878935126,-1,-0.12345588361447002,33,Message Business Browsers 
2020-11-10 15:55:00,1.1666666666666667,P,1.7853732647009017,-1,-0.12617396567943717,25,Social News Shopping Music Photos Entertainment Radio
2020-11-10 16:10:00,1.6666666666666667,N,1.7830226389972534,-1,-0.14294279369218943,1,Utilities Operations Message Business 
2020-11-10 16:25:00,1.1666666666666667,P,1.7708175702382318,-1,-0.12757396897795847,118,News Social Shopping Photos Music Video Entertainment
2020-11-10 16:40:00,1.0,N,1.7555538559760886,-1,-0.15183316631250754,0,Utilities Browsers Email
2020-11-10 16:55:00,1.5,P,1.7504933835805225,-1,-0.14834330113532324,5, News  Music Shopping Photos Entertainment Social Radio
2020-11-10 17:10:00,1.1666666666666667,P,1.7389324584931194,-1,-0.14065907255214583,80,Social News Shopping Music Photos Entertainment Radio
2020-11-10 17:25:00,1.0,N,1.7243001325823646,-1,-0.15753703633901173,97,Utilities Operations Business
2020-11-10 17:40:00,1.5,P,1.7198585457985553,-1,-0.151236332020666,19, News  Music Shopping Photos Entertainment Social Radio
2020-11-10 17:55:00,1.3333333333333333,P,1.7122045811952837,-1,-0.14196069457460436,139,Social News  Music Photos Travel Entertainment Radio
2020-11-10 18:10:00,1.6666666666666667,N,1.7113028403135289,-1,-0.15110783858085508,2,Utilities Operations Message Business 
2020-11-10 18:25:00,1.1666666666666667,P,1.7005179655878484,-1,-0.14161170642570442,43,News Social Shopping Photos Music Video Entertainment
2020-11-10 18:40:00,1.3333333333333333,N,1.6932469827709273,-1,-0.1424377313342654,132,Message Business Browsers 
2020-11-10 18:55:00,3.5,G,1.72902427024081,-1,-0.15914332150199018,19,Email Calendar Writing Learning Spreadsheet Portal Presentation
2020-11-10 19:10:00,1.3333333333333333,N,1.7211888061436325,-1,-0.14148398046232502,108,Communication Email Business Utilities
2020-11-10 19:25:00,3.5,G,1.7564127901803923,-1,-0.15865498579142523,113, Email Portal Calendar Utilities Presentation Learning
2020-11-10 19:40:00,1.1666666666666667,P,1.7447346491207145,-1,-0.13556122162626993,26,News Social Shopping Photos Music Video Entertainment
2020-11-10 19:55:00,1.6666666666666667,N,1.74318874847806,-1,-0.15014236349132237,24,Search Business Operations Utilities Message
2020-11-10 20:10:00,4.0,G,1.7878780801913656,-1,-0.13756717957713172,14, Meeting Calendar Project Learning Writing Email Utilities
2020-11-10 20:25:00,1.3333333333333333,N,1.778877194114969,-1,-0.12938171554345312,101,Communication Email Business Utilities
2020-11-10 20:40:00,1.1666666666666667,P,1.7667542133734184,-1,-0.12757396897795847,56,Social News Shopping Music Photos Entertainment Radio
2020-11-10 20:55:00,1.3333333333333333,N,1.7581716216894565,-1,-0.1355525438977594,32,Communication Email Business Utilities
2020-11-10 21:10:00,1.1666666666666667,P,1.7464586522830645,-1,-0.13273169514616212,18,Social News Shopping Music Photos Entertainment Radio
2020-11-10 21:25:00,1.3333333333333333,P,1.7382779528979213,-1,-0.14205960182711397,79, News Social Shopping Music Video Entertainment Radio
2020-11-10 21:40:00,4.5,G,1.7929655181870714,-1,-0.15012126934116432,67,Calendar Email Portal Writing Spreadsheet Music Portal Learning 
2020-11-10 21:55:00,3.5,G,1.8267681811932681,-1,-0.1493391656958677,13,Email Calendar Writing Learning Spreadsheet Portal Presentation
2020-11-10 22:10:00,1.3333333333333333,N,1.816997194106933,-1,-0.12113802990657851,119,Communication Email Business Utilities
2020-11-10 22:25:00,1.6666666666666667,N,1.814020351979403,-1,-0.13690087501047699,59,Utilities Operations Message Business 
2020-11-10 22:40:00,4.0,G,1.8573070776827811,-1,-0.12572261704221366,49, Project Writing Learning Portal Meeting Calendar Email
2020-11-10 22:55:00,1.3333333333333333,N,1.8469313599728912,-1,-0.11744573498888689,46,Communication Email Business Utilities
2020-11-10 23:10:00,1.6666666666666667,N,1.843361762085639,-1,-0.13406592120710026,82,Search Business Operations Utilities Message
2020-11-10 23:25:00,3.5,G,1.8761664796681017,-1,-0.14405829807277126,47, Email Portal Calendar Utilities Presentation Learning
2020-11-10 23:40:00,3.5,G,1.9083215988825948,-1,-0.14405829807277126,209,Email Calendar Writing Learning Spreadsheet Portal Presentation
2020-11-10 23:55:00,3.5,G,1.9398399830631374,-1,-0.13550120736103322,36, Email Portal Calendar Utilities Presentation Learning
2020-11-11 00:10:00,1.3333333333333333,P,1.9278299503952205,-1,-0.06925519786004852,54, News Social Shopping Music Video Entertainment Radio
2020-11-11 00:25:00,1.1666666666666667,P,1.912757410123368,-1,-0.08628061391499631,200,News Social Shopping Photos Music Video Entertainment
2020-11-11 00:40:00,3.5,G,1.9441879564575588,-1,-0.1326719240160691,51,Email Calendar Writing Learning Spreadsheet Portal Presentation
2020-11-11 00:55:00,1.3333333333333333,N,1.9320918253065842,-1,-0.062026225714100325,0,Communication Email Business Utilities
2020-11-11 01:10:00,4.0,G,1.9730405020331865,-1,-0.10424874064018042,76, Project Writing Learning Portal Meeting Calendar Email
2020-11-11 01:25:00,4.0,G,2.0131783138741133,-1,-0.06272997517311374,61, Project Writing Learning Portal Meeting Calendar Email
2020-11-11 01:40:00,1.6666666666666667,N,2.0063166970977284,-1,-0.007572020638522026,136,Utilities Operations Message Business 
2020-11-11 01:55:00,1.6666666666666667,N,1.9995909539208756,-1,-0.022858126116481414,20,Utilities Operations Message Business 
2020-11-11 02:10:00,1.6666666666666667,N,1.9929983937772278,-1,-0.02741884925716742,1,Search Business Operations Utilities Message
2020-11-11 02:25:00,1.0,N,1.9733350592469856,-1,-0.07182779920874993,98,Utilities Operations Business
2020-11-11 02:40:00,1.6666666666666667,N,1.9672624178097515,-1,-0.05651333683854609,100,Search Business Operations Utilities Message
2020-11-11 02:55:00,3.5,G,1.9976136570610437,-1,-0.09298539565099373,139,Email Calendar Writing Learning Spreadsheet Portal Presentation
2020-11-11 03:10:00,4.5,G,2.047165861871716,-1,-0.07579234056623385,111,Calendar Email Portal Writing Spreadsheet Music Portal Learning 
2020-11-11 03:25:00,4.0,G,2.0858358448049494,1,0.018421914907218673,152, Meeting Calendar Project Learning Writing Email Utilities
2020-11-11 03:40:00,1.6666666666666667,N,2.077535465039835,1,0.057572877752379625,23,Search Business Operations Utilities Message
2020-11-11 03:55:00,1.3333333333333333,P,2.0627987891644586,1,0.10779723698656934,23, News Social Shopping Music Video Entertainment Radio
2020-11-11 04:10:00,1.0,N,2.0417532685869446,-1,-0.00525589794916137,45,Utilities Operations Business
2020-11-11 04:25:00,1.1666666666666667,P,2.024424821024167,1,0.0629888934291542,72,News Social Shopping Photos Entertainment Music Radio
2020-11-11 04:40:00,1.0,N,2.0041391810038864,-1,-0.03818984197556974,61,Utilities Browsers Email
2020-11-11 04:55:00,1.5,P,1.9941562269246016,-1,-0.009352094854200743,70, News  Music Shopping Photos Entertainment Social Radio
2020-11-11 05:10:00,1.1666666666666667,P,1.9777702950383058,-1,-0.014279430738554089,43,Social News Shopping Music Photos Entertainment Radio
2020-11-11 05:25:00,1.3333333333333333,N,1.965009167083752,-1,-0.008094318349480933,11,Communication Email Business Utilities
2020-11-11 05:40:00,1.0,N,1.9459000746662518,-1,-0.08840882094980507,1,Utilities Operations Business
2020-11-11 05:55:00,1.3333333333333333,N,1.933770040184412,-1,-0.05895666495645413,56,Message Business Browsers 
2020-11-11 06:10:00,4.0,G,1.9746854849332356,-1,-0.10424874064018042,15, Project Writing Learning Portal Meeting Calendar Email
2020-11-11 06:25:00,4.0,G,2.01479072285535,-1,-0.06230684935071862,211, Project Writing Learning Portal Meeting Calendar Email
2020-11-11 06:40:00,1.1666666666666667,P,1.9979961870892373,1,0.02653079535065994,61,Social News Shopping Music Photos Entertainment Radio
