start_timestamp,weight_ema_4,cat,norm_prod,anomaly,scores,seconds,sequence,total_seconds
2020-11-10 08:55:00,-0.91,P,-0.91,-1,-0.1634163598574942,81, News  Music Travel Photos Entertainment Social Radio,81
2020-11-10 09:10:00,-0.9117821782178218,P,-1.0,-1,-0.1711632513310604,12,Social News  Music Photos Travel Entertainment Radio,93
2020-11-10 09:25:00,-0.913529065777865,P,-1.0,-1,-0.1711632513310604,0,News Social Shopping Photos Games Entertainment Music Radio,93
2020-11-10 09:40:00,-0.8809839357624617,G,0.73,-1,-0.1480723660185224,150,Calendar Email Portal Writing Spreadsheet Music Portal Learning ,243
2020-11-10 09:55:00,-0.8815585112919179,P,-0.91,-1,-0.1634163598574942,71, News  Music Travel Photos Entertainment Social Radio,314
2020-11-10 10:10:00,-0.8605375506722759,G,0.18,-1,-0.1644080131381206,15,"Email Calendar Writing Learning Portal Design, Presentation",329
2020-11-10 10:25:00,-0.8632991833322308,P,-1.0,-1,-0.1711632513310604,8,News Social Voice Shopping Photos Music Video Entertainment,337
2020-11-10 10:40:00,-0.8588774173256519,N,-0.64,-1,-0.1669367193734907,32,Utilities Operations Message Business  ,369
2020-11-10 10:55:00,-0.8616719239132627,P,-1.0,-1,-0.1711632513310604,130,News Social Voice Shopping Photos Music Video Entertainment,499
2020-11-10 11:10:00,-0.8626289155189407,P,-0.91,-1,-0.1634163598574942,9, News  Music Travel Photos Entertainment Social Radio,508
2020-11-10 11:25:00,-0.8419827983799518,G,0.18,-1,-0.1644080131381206,49,"Email Calendar Writing Learning Portal Design, Presentation",557
2020-11-10 11:40:00,-0.8108544261348042,G,0.73,-1,-0.1480723660185224,87,Calendar Email Portal Writing Spreadsheet Music Portal Learning ,644
2020-11-10 11:55:00,-0.7803424573004516,G,0.73,-1,-0.1480723660185224,141, Project Writing Learning Portal Meeting Software Calendar Email,785
2020-11-10 12:10:00,-0.7504346858687595,G,0.73,-1,-0.1461345505593196,124, Project Writing Learning Portal Meeting Software Calendar Email,909
2020-11-10 12:25:00,-0.7211191475347246,G,0.73,-1,-0.1442019724076224,105, Project Writing Learning Portal Meeting Software Calendar Email,1014
2020-11-10 12:40:00,-0.6923841149102746,G,0.73,-1,-0.1442019724076224,29," Email Portal Marketing Calendar, Intelligence Utilities Presentation Learning",1043
2020-11-10 12:55:00,-0.6642180928328434,G,0.73,-1,-0.1389142719331964,85," Email Portal Marketing Calendar, Intelligence Utilities Presentation Learning",1128
2020-11-10 13:10:00,-0.6708672395094207,P,-1.0,-1,-0.1474136535695021,18, News Social Shopping Music Video Entertainment Radio,1146
2020-11-10 13:25:00,-0.6773847199151748,P,-1.0,-1,-0.1478984815993853,32,News Social Voice Shopping Photos Music Video Entertainment,1178
2020-11-10 13:40:00,-0.6837731413029932,P,-1.0,-1,-0.1493549354115725,109,News Social Voice Shopping Photos Music Video Entertainment,1287
2020-11-10 13:55:00,-0.6900350592969933,P,-1.0,-1,-0.1508143484761818,128,News Social Voice Shopping Photos Music Video Entertainment,1415
2020-11-10 14:10:00,-0.6961729789148746,N,-1.0,-1,-0.15374207642556,44,Utilities Browsers Map Email,1459
2020-11-10 14:25:00,-0.7021893555700256,P,-1.0,-1,-0.1582580435874011,45,News Social Voice Shopping Photos Music Video Entertainment,1504
2020-11-10 14:40:00,-0.7080865960537874,P,-1.0,-1,-0.1597355461679384,30,News Social Voice Shopping Photos Music Video Entertainment,1534
2020-11-10 14:55:00,-0.7103027030626233,N,-0.82,-1,-0.1544073441385601,114,Message Business Games Browsers ,1648
2020-11-10 15:10:00,-0.7142571049821753,P,-0.91,-1,-0.1589704884477956,132, News  Music Travel Photos Entertainment Social Radio,1780
2020-11-10 15:25:00,-0.6856579543884689,G,0.73,-1,-0.1437196445393889,10, Project Writing Learning Portal Meeting Software Calendar Email,1790
2020-11-10 15:40:00,-0.68831819291543,N,-0.82,-1,-0.1385609421052239,33,Message Business Games Browsers ,1823
2020-11-10 15:55:00,-0.6944901098874017,P,-1.0,-1,-0.15374207642556,25,Social News Shopping Voice Music Photos Entertainment Radio,1848
2020-11-10 16:10:00,-0.6934110978104234,N,-0.64,-1,-0.1555742762211807,1,Utilities Operations Message Business  ,1849
2020-11-10 16:25:00,-0.6994821651805141,P,-1.0,-1,-0.15374207642556,118,News Social Voice Shopping Photos Music Video Entertainment,1967
2020-11-10 16:40:00,-0.7054330133947614,N,-1.0,-1,-0.1597355461679384,0,Utilities Browsers Map Email,1967
2020-11-10 16:55:00,-0.7094838448126869,P,-0.91,-1,-0.1574945371750864,5, News  Music Travel Photos Entertainment Social Radio,1972
2020-11-10 17:10:00,-0.7152366399649109,P,-1.0,-1,-0.1661728257643853,80,Social News Shopping Voice Music Photos Entertainment Radio,2052
2020-11-10 17:25:00,-0.7208755183814474,N,-1.0,-1,-0.1661728257643853,97,Utilities Operations  Business,2149
2020-11-10 17:40:00,-0.7246205576214187,P,-0.91,-1,-0.1594631383197803,19, News  Music Travel Photos Entertainment Social Radio,2168
2020-11-10 17:55:00,-0.7300736158863411,P,-1.0,-1,-0.1671682115440209,139,Social News  Music Photos Travel Entertainment Radio,2307
2020-11-10 18:10:00,-0.7282899799281958,N,-0.64,-1,-0.1634598477709775,2,Utilities Operations Message Business  ,2309
2020-11-10 18:25:00,-0.7336703763652612,P,-1.0,-1,-0.1671682115440209,43,News Social Voice Shopping Photos Music Video Entertainment,2352
2020-11-10 18:40:00,-0.7353798738629789,N,-0.82,-1,-0.1548969056048829,132,Message Business Games Browsers ,2484
2020-11-10 18:55:00,-0.7172535397270783,G,0.18,-1,-0.1579861881007397,19,"Email Calendar Writing Learning Portal Design, Presentation",2503
2020-11-10 19:10:00,-0.7228524795344629,N,-1.0,-1,-0.1661728257643853,108,Communication Travel Business Utilities,2611
2020-11-10 19:25:00,-0.6940831235040774,G,0.73,-1,-0.1442019724076224,113," Email Portal Marketing Calendar, Intelligence Utilities Presentation Learning",2724
2020-11-10 19:40:00,-0.7001408834346897,P,-1.0,-1,-0.15374207642556,26,News Social Voice Shopping Photos Music Video Entertainment,2750
2020-11-10 19:55:00,-0.7025143312874681,N,-0.82,-1,-0.1491160369330275,24,Search Business Operations Utilities Message,2774
2020-11-10 20:10:00,-0.6688011762124687,G,1.0,-1,-0.1810100500567326,14, Meeting Calendar Project Learning Legal Files Writing Email Utilities,2788
2020-11-10 20:25:00,-0.6753595687627169,N,-1.0,-1,-0.1478984815993853,101,Communication Travel Business Utilities,2889
2020-11-10 20:40:00,-0.6817880921535542,P,-1.0,-1,-0.1493549354115725,56,Social News Shopping Voice Music Photos Entertainment Radio,2945
2020-11-10 20:55:00,-0.6880893180515036,N,-1.0,-1,-0.1508143484761818,32,Communication Travel Business Utilities,2977
2020-11-10 21:10:00,-0.6942657671989986,P,-1.0,-1,-0.15374207642556,18,Social News Shopping Voice Music Photos Entertainment Radio,2995
2020-11-10 21:25:00,-0.7003199104227807,P,-1.0,-1,-0.15374207642556,79, News Social Shopping Music Video Entertainment Radio,3074
2020-11-10 21:40:00,-0.6719967438797554,G,0.73,-1,-0.1408325203599315,67,Calendar Email Portal Writing Spreadsheet Music Portal Learning ,3141
2020-11-10 21:55:00,-0.6551255212286711,G,0.18,-1,-0.1506462379261899,13,"Email Calendar Writing Learning Portal Design, Presentation",3154
2020-11-10 22:10:00,-0.6619547188281033,N,-1.0,-1,-0.1459611360952389,119,Communication Travel Business Utilities,3273
2020-11-10 22:25:00,-0.6615199719206161,N,-0.64,-1,-0.1516633867865889,59,Utilities Operations Message Business  ,3332
2020-11-10 22:40:00,-0.6339651209914949,G,0.73,-1,-0.1360466157078147,49, Project Writing Learning Portal Meeting Software Calendar Email,3381
2020-11-10 22:55:00,-0.641213336417406,N,-1.0,-1,-0.1408012461082755,46,Communication Travel Business Utilities,3427
2020-11-10 23:10:00,-0.6447536663893385,N,-0.82,-1,-0.1315705453308845,82,Search Business Operations Utilities Message,3509
2020-11-10 23:25:00,-0.6175308215103417,G,0.73,-1,-0.1317556811037363,47," Email Portal Marketing Calendar, Intelligence Utilities Presentation Learning",3556
2020-11-10 23:40:00,-0.6017381319754834,G,0.18,-1,-0.134979345353977,209,"Email Calendar Writing Learning Portal Design, Presentation",3765
2020-11-10 23:55:00,-0.575367079857157,G,0.73,-1,-0.1167375056026809,36," Email Portal Marketing Calendar, Intelligence Utilities Presentation Learning",3801
2020-11-11 00:10:00,-0.5837756525332529,P,-1.0,-1,-0.0974810958613281,54, News Social Shopping Music Video Entertainment Radio,54
2020-11-11 00:25:00,-0.5920177188197232,P,-1.0,-1,-0.1097761159664176,200,News Social Voice Shopping Photos Music Video Entertainment,254
2020-11-11 00:40:00,-0.5767302392391346,G,0.18,-1,-0.1307061086542684,51,"Email Calendar Writing Learning Portal Design, Presentation",305
2020-11-11 00:55:00,-0.5851118186601418,N,-1.0,-1,-0.1010306731208536,0,Communication Travel Business Utilities,305
2020-11-11 01:10:00,-0.5590700004688519,G,0.73,-1,-0.1144218797506667,76, Project Writing Learning Portal Meeting Software Calendar Email,381
2020-11-11 01:25:00,-0.5335438618457063,G,0.73,-1,-0.0901275699286269,61, Project Writing Learning Portal Meeting Software Calendar Email,442
2020-11-11 01:40:00,-0.5356519041853953,N,-0.64,-1,-0.0777959150589768,136,Utilities Operations Message Business  ,578
2020-11-11 01:55:00,-0.5377182031124172,N,-0.64,-1,-0.080866111080716,20,Utilities Operations Message Business  ,598
2020-11-11 02:10:00,-0.5433079416646466,N,-0.82,-1,-0.048229984564332,1,Search Business Operations Utilities Message,599
2020-11-11 02:25:00,-0.5523513487603962,N,-1.0,-1,-0.028703962031919,98,Utilities Operations  Business,697
2020-11-11 02:40:00,-0.5576513220522695,N,-0.82,-1,-0.0780885158494845,100,Search Business Operations Utilities Message,797
2020-11-11 02:55:00,-0.5430443651799474,G,0.18,-1,-0.1111048116029046,139,"Email Calendar Writing Learning Portal Design, Presentation",936
2020-11-11 03:10:00,-0.5178355658694533,G,0.73,-1,-0.0726245744766648,111,Calendar Email Portal Writing Spreadsheet Music Portal Learning ,1047
2020-11-11 03:25:00,-0.4877794160502562,G,1.0,-1,-0.103729012603148,152, Meeting Calendar Project Learning Legal Files Writing Email Utilities,1199
2020-11-11 03:40:00,-0.4943580414750036,N,-0.82,1,0.0602886929675614,23,Search Business Operations Utilities Message,1222
2020-11-11 03:55:00,-0.5043707535250035,P,-1.0,1,0.0694852783402986,23, News Social Shopping Music Video Entertainment Radio,1245
2020-11-11 04:10:00,-0.5141851940492608,N,-1.0,1,0.0545825785769666,45,Utilities Operations  Business,1290
2020-11-11 04:25:00,-0.5238052892166022,P,-1.0,1,0.0343252390743078,72,News Social Shopping Photos Games Entertainment Music Radio,1362
2020-11-11 04:40:00,-0.5332348874499369,N,-1.0,1,0.0122978367808119,61,Utilities Browsers Map Email,1423
2020-11-11 04:55:00,-0.5406955827479579,P,-0.91,-1,-0.0330821504857348,70, News  Music Travel Photos Entertainment Social Radio,1493
2020-11-11 05:10:00,-0.5497907197232459,P,-1.0,-1,-0.0266856444638119,43,Social News Shopping Voice Music Photos Entertainment Radio,1536
2020-11-11 05:25:00,-0.558705754976251,N,-1.0,-1,-0.0551944825358809,11,Communication Travel Business Utilities,1547
2020-11-11 05:40:00,-0.5674442548777113,N,-1.0,-1,-0.0738201503697588,1,Utilities Operations  Business,1548
2020-11-11 05:55:00,-0.572445358741519,N,-0.82,-1,-0.1090914886458859,56,Message Business Games Browsers ,1604
2020-11-11 06:10:00,-0.5466543615387166,G,0.73,-1,-0.1082073188077926,15, Project Writing Learning Portal Meeting Software Calendar Email,1619
2020-11-11 06:25:00,-0.5213740771518113,G,0.73,-1,-0.0783574471044895,211, Project Writing Learning Portal Meeting Software Calendar Email,1830
2020-11-11 06:40:00,-0.5308518181983101,P,-1.0,1,0.0191371093214474,61,Social News Shopping Voice Music Photos Entertainment Radio,1891
2020-11-11 06:55:00,-0.5401418812042841,N,-1.0,-1,-0.0009396686218692,15,Communication Travel Business Utilities,1906
2020-11-11 07:10:00,-0.5421192696952883,N,-0.64,-1,-0.0857201794103268,6,Utilities Operations Message Business  ,1912
2020-11-11 07:25:00,-0.5169287891072628,G,0.73,-1,-0.0726245744766648,86, Project Writing Learning Portal Meeting Software Calendar Email,1998
2020-11-11 07:40:00,-0.4922371299170199,G,0.73,-1,-0.0229777962844169,32, Project Writing Learning Portal Meeting Software Calendar Email,2030
2020-11-11 07:55:00,-0.5005096619978711,P,-0.91,1,0.0463745907127702,21, News  Music Travel Photos Entertainment Social Radio,2051
2020-11-11 08:10:00,-0.5104005597800915,N,-1.0,1,0.0586696134247501,88,Utilities Browsers Map Email,2139
2020-11-11 08:25:00,-0.5200955982002877,P,-1.0,1,0.0450528456635689,13,News Social Shopping Photos Games Entertainment Music Radio,2152
2020-11-11 08:40:00,-0.5278164774438464,P,-0.91,-1,-0.0118018711203329,61, News  Music Travel Photos Entertainment Social Radio,2213
2020-11-11 08:55:00,-0.5353844679895128,P,-0.91,-1,-0.0225878391217924,84, News  Music Travel Photos Entertainment Social Radio,2297
2020-11-11 09:10:00,-0.5410204191184333,N,-0.82,-1,-0.0457198754053622,155,Search Business Operations Utilities Message,2452
2020-11-11 09:25:00,-0.5501091236903456,P,-1.0,-1,-0.0270887619358829,144,News Social Voice Shopping Photos Music Video Entertainment,2596
2020-11-11 09:40:00,-0.5572356756964774,P,-0.91,-1,-0.0734809194099891,35, News  Music Travel Photos Entertainment Social Radio,2631
2020-11-11 09:55:00,-0.5660032860787253,N,-1.0,-1,-0.0690543186493857,141,Utilities Browsers Map Email,2772
2020-11-11 10:10:00,-0.5403398546712258,G,0.73,-1,-0.0995584156126772,79, Project Writing Learning Portal Meeting Software Calendar Email,2851
2020-11-11 10:25:00,-0.5494420357668451,N,-1.0,-1,-0.0266856444638119,134,Utilities Operations  Business,2985
2020-11-11 10:40:00,-0.5349976390189868,G,0.18,-1,-0.1069765118201765,254,"Email Calendar Writing Learning Portal Design, Presentation",3239
2020-11-11 10:55:00,-0.5424234283453435,P,-0.91,-1,-0.0355309710622537,141, News  Music Travel Photos Entertainment Social Radio,3380
2020-11-11 11:10:00,-0.5443556376850397,N,-0.64,-1,-0.0874942712761619,109,Utilities Operations Message Business  ,3489
2020-11-11 11:25:00,-0.5533782983249399,P,-1.0,-1,-0.0371133300332028,16,Social News Shopping Voice Music Photos Entertainment Radio,3505
2020-11-11 11:40:00,-0.5550935795462282,N,-0.64,-1,-0.1014074958439393,162,Utilities Operations Message Business  ,3667
2020-11-11 11:55:00,-0.5639036076740257,P,-1.0,-1,-0.0656104698555102,140, News Social Shopping Music Video Entertainment Radio,3807
2020-11-11 12:10:00,-0.5382817540567182,G,0.73,-1,-0.0968502013424245,118, Portal Spreadsheet Writing Operations Professional Writing Email Calendar,3925
2020-11-11 12:25:00,-0.5438603331843079,N,-0.82,-1,-0.048229984564332,110,Search Business Operations Utilities Message,4035
2020-11-11 12:40:00,-0.5295264652004602,G,0.18,-1,-0.10015163029533,91,"Email Calendar Writing Learning Portal Design, Presentation",4126
2020-11-11 12:55:00,-0.5045853470776788,G,0.73,-1,-0.0456910939082111,34," Email Portal Marketing Calendar, Intelligence Utilities Presentation Learning",4160
2020-11-11 13:10:00,-0.5143955382246554,N,-1.0,1,0.0545825785769666,20,Utilities Browsers Map Email,4180
2020-11-11 13:25:00,-0.4897540424182266,G,0.73,-1,-0.020064624414011,1,Calendar Email Portal Writing Spreadsheet Music Portal Learning ,4181
2020-11-11 13:40:00,-0.4998579227663806,N,-1.0,1,0.0782069806857344,22,Utilities Operations  Business,4203
2020-11-11 13:55:00,-0.5097617262759572,P,-1.0,1,0.0607449367645426,56,Social News Shopping Voice Music Photos Entertainment Radio,4259
2020-11-11 14:10:00,-0.5194694148645521,P,-1.0,1,0.0442273981183297,84,News Social Shopping Photos Games Entertainment Music Radio,4343
2020-11-11 14:25:00,-0.4947274462533728,G,0.73,-1,-0.0301484645709645,19,Calendar Email Portal Writing Spreadsheet Music Portal Learning ,4362
2020-11-11 14:40:00,-0.5011684869216229,N,-0.82,1,0.0395716926464746,37,Message Business Games Browsers ,4399
2020-11-11 14:55:00,-0.4767889129231749,G,0.73,1,0.0109485691916246,199, Portal Spreadsheet Writing Operations Professional Writing Email Calendar,4598
2020-11-11 15:10:00,-0.4800208156375674,N,-0.64,-1,-0.0024859862096611,59,Utilities Operations Message Business  ,4657
2020-11-11 15:25:00,-0.4560600074071205,G,0.73,1,0.0472723931138978,95, Project Writing Learning Portal Meeting Software Calendar Email,4752
2020-11-11 15:40:00,-0.4434647597356924,G,0.18,-1,-0.0068243766336084,18,"Email Calendar Writing Learning Portal Design, Presentation",4770
2020-11-11 15:55:00,-0.4202278338003321,G,0.73,1,0.0989896157332051,92, Project Writing Learning Portal Meeting Software Calendar Email,4862
2020-11-11 16:10:00,-0.4281441143191374,N,-0.82,1,0.1276353274543969,99,Message Business Games Browsers ,4961
2020-11-11 16:25:00,-0.4359036368078674,N,-0.82,1,0.1225517768134888,117,Message Business Games Browsers ,5078
2020-11-11 16:40:00,-0.4435095053859295,N,-0.82,1,0.1153148312155641,10,Search Business Operations Utilities Message,5088
2020-11-11 16:55:00,-0.4527469409228418,P,-0.91,1,0.0919341444797973,182, News  Music Travel Photos Entertainment Social Radio,5270
2020-11-11 17:10:00,-0.4293262094194192,G,0.73,1,0.0947841505942726,61, Project Writing Learning Portal Meeting Software Calendar Email,5331
2020-11-11 17:25:00,-0.4406266805200247,P,-1.0,1,0.1467875833358136,11,Social News  Music Photos Travel Entertainment Radio,5342
2020-11-11 17:40:00,-0.4517033799156678,P,-1.0,1,0.1388603129134217,51, News Social Shopping Music Video Entertainment Radio,5393
2020-11-11 17:55:00,-0.4283033129866447,G,0.73,1,0.0968494714527966,86,Calendar Email Portal Writing Spreadsheet Music Portal Learning ,5479
2020-11-11 18:10:00,-0.4360596830265131,N,-0.82,1,0.1225517768134888,61,Message Business Games Browsers ,5540
